Date,Open,Close,Volume
2023-10-26,101.77,101.29,4232
2023-10-27,101.23,100.98,4752
2023-10-30,102.72,101.74,2112
2023-10-31,102.63,100.97,1687
2023-11-01,101.74,100.73,3828
2023-11-02,98.4,100.24,3632
2023-11-03,99.05,100.32,4828
2023-11-06,102.01,102.64,3636
2023-11-07,100.8,100.77,4230
2023-11-08,101.98,101.46,1488
2023-11-09,99.12,99.85,4018
2023-11-10,99.56,99.37,2347
2023-11-13,99.71,100.46,4681
2023-11-14,99.92,100.53,4452
2023-11-15,98.04,99.45,4173
2023-11-16,97.81,98.73,1493
2023-11-17,98.06,99.41,2667
2023-11-20,97.71,98.68,2637
2023-11-21,99.95,98.9,1018
2023-11-22,98.0,98.95,4525
2023-11-23,100.93,98.29,4553
2023-11-24,100.93,100.44,4665
2023-11-27,101.26,101.07,3444
2023-11-28,98.19,99.05,2000
2023-11-29,99.93,99.23,4350
2023-11-30,98.0,98.57,1850
2023-12-01,99.55,99.42,2388
2023-12-04,101.19,98.63,2354
2023-12-05,98.42,98.52,4712
2023-12-06,100.17,99.02,2367
2023-12-07,99.18,99.89,1821
2023-12-08,98.65,98.69,1454
2023-12-11,100.12,98.35,2624
2023-12-12,97.25,97.88,3772
2023-12-13,99.04,97.22,4726
2023-12-14,99.7,98.99,4136
2023-12-15,98.83,99.39,4147
2023-12-18,98.77,98.13,1710
2023-12-19,100.02,99.05,3190
2023-12-20,101.8,101.17,1916
2023-12-21,100.64,102.21,4986
2023-12-22,99.96,100.69,3875
2023-12-25,99.95,100.2,3652
2023-12-26,101.39,101.47,2496
2023-12-27,101.38,100.76,2440
2023-12-28,101.38,101.21,1304
2023-12-29,100.64,101.98,1735
2024-01-01,101.43,101.05,4568
2024-01-02,101.6,100.99,3338
2024-01-03,98.31,97.75,2963
2024-01-04,97.81,96.73,3149
2024-01-05,97.31,96.48,3009
2024-01-08,95.69,95.23,4338
2024-01-09,96.79,96.86,3914
2024-01-10,93.77,95.43,4015
2024-01-11,95.42,94.99,4693
2024-01-12,95.33,95.12,4021
2024-01-15,96.83,96.56,3889
2024-01-16,93.85,95.13,1961
2024-01-17,95.21,96.29,3989
2024-01-18,97.35,96.3,4848
2024-01-19,95.28,95.32,2026
2024-01-22,96.46,95.78,3132
2024-01-23,96.01,95.98,4865
2024-01-24,95.41,95.38,3375
2024-01-25,96.39,95.45,3863
2024-01-26,94.55,95.06,2473
2024-01-29,95.27,95.18,3501
2024-01-30,95.38,95.84,2947
2024-01-31,96.99,97.42,3676
2024-02-01,95.88,96.19,4292
2024-02-02,98.54,98.32,2177
2024-02-05,95.89,96.37,1664
2024-02-06,97.47,96.22,1011
2024-02-07,95.91,96.8,2156
2024-02-08,96.9,97.09,1303
2024-02-09,96.02,96.46,4364
2024-02-12,97.7,96.25,4022
2024-02-13,95.96,95.76,4371
2024-02-14,96.2,95.17,2763
2024-02-15,94.54,96.02,3830
2024-02-16,96.65,96.38,1042
2024-02-19,96.58,95.69,1943
2024-02-20,96.67,96.59,3390
2024-02-21,97.96,96.89,2349
2024-02-22,97.19,97.71,4885
2024-02-23,99.74,98.34,3545
2024-02-26,99.81,97.51,3411
2024-02-27,96.58,96.95,1890
2024-02-28,97.25,97.69,3474
2024-02-29,99.76,98.3,2004
2024-03-01,99.86,98.28,1020
2024-03-04,97.88,98.4,1406
2024-03-05,99.26,99.68,3666
2024-03-06,98.8,99.09,2014
2024-03-07,98.29,99.63,1335
2024-03-08,98.51,99.43,2838
2024-03-11,98.21,99.21,4188
2024-03-12,99.54,100.31,2147
2024-03-13,101.1,101.14,3446
2024-03-14,102.19,101.95,3840
2024-03-15,104.81,103.26,2827
2024-03-18,102.28,103.28,1714
2024-03-19,104.94,103.96,1050
2024-03-20,103.44,103.65,4854
2024-03-21,103.92,103.97,1323
2024-03-22,104.52,103.84,1788
2024-03-25,102.82,103.94,1140
2024-03-26,104.92,104.54,1469
2024-03-27,103.88,103.72,1786
2024-03-28,106.3,105.81,2825
2024-03-29,105.09,104.8,2357
2024-04-01,106.04,103.59,2916
2024-04-02,104.11,104.75,1963
2024-04-03,105.01,105.54,4055
2024-04-04,105.54,106.16,1372
2024-04-05,106.24,106.79,4635
2024-04-08,106.14,106.78,3541
2024-04-09,107.07,105.88,4610
2024-04-10,107.38,105.96,2692
2024-04-11,104.71,105.28,3798
2024-04-12,105.42,106.26,2179
2024-04-15,106.58,106.11,3338
2024-04-16,104.73,105.28,2671
2024-04-17,105.6,104.96,4215
2024-04-18,105.58,105.38,1105
2024-04-19,103.3,104.81,2443
2024-04-22,105.54,103.99,3717
2024-04-23,106.03,104.23,2681
2024-04-24,103.87,104.48,1001
2024-04-25,103.58,103.97,3636
2024-04-26,103.79,103.5,3691
2024-04-29,104.07,103.73,3137
2024-04-30,102.94,102.28,4416
2024-05-01,102.89,100.88,1349
2024-05-02,99.98,100.16,4530
2024-05-03,99.15,99.94,2286
2024-05-06,98.88,100.26,4422
2024-05-07,101.0,101.73,4179
2024-05-08,102.56,102.59,4657
2024-05-09,104.22,102.43,2062
2024-05-10,101.89,102.41,3956
2024-05-13,101.63,101.41,3206
2024-05-14,101.37,101.39,4654
2024-05-15,102.29,101.1,4006
2024-05-16,103.95,101.42,3359
2024-05-17,100.06,100.6,4312
2024-05-20,100.63,101.11,1444
2024-05-21,103.69,102.65,3345
2024-05-22,103.22,102.54,1951
2024-05-23,104.79,102.94,1035
2024-05-24,104.21,103.63,2107
2024-05-27,102.87,103.23,2475
2024-05-28,104.04,103.45,4957
2024-05-29,104.57,103.47,2798
2024-05-30,104.38,103.56,2845
2024-05-31,103.3,102.79,2408
2024-06-03,103.88,102.82,2195
2024-06-04,104.48,103.31,2399
2024-06-05,106.15,104.76,2708
2024-06-06,106.37,105.72,2385
2024-06-07,107.71,107.88,3606
2024-06-10,107.26,107.11,3938
2024-06-11,109.19,107.98,3188
2024-06-12,107.35,108.16,3934
2024-06-13,110.72,110.35,4989
2024-06-14,109.15,109.55,4189
2024-06-17,108.74,108.71,2300
2024-06-18,109.39,108.11,3773
2024-06-19,106.17,105.98,2243
2024-06-20,105.5,105.46,4976
2024-06-21,103.34,104.7,4097
2024-06-24,105.6,104.85,1520
2024-06-25,105.84,105.19,2806
2024-06-26,109.23,107.07,1009
2024-06-27,107.71,108.02,1983
2024-06-28,107.66,107.44,3425
2024-07-01,106.79,106.54,2656
2024-07-02,108.61,107.03,2660
2024-07-03,105.62,105.71,3729
2024-07-04,107.82,107.55,3631
2024-07-05,109.33,108.72,3199
2024-07-08,108.44,108.26,1719
2024-07-09,106.1,106.54,2072
2024-07-10,108.09,107.9,4225
2024-07-11,108.86,107.78,1858
2024-07-12,107.99,109.02,2316
2024-07-15,107.56,107.43,2603
2024-07-16,106.13,106.83,1049
2024-07-17,108.03,106.83,3711
2024-07-18,105.35,106.88,3578
2024-07-19,105.87,106.43,4683
2024-07-22,107.43,107.05,4131
2024-07-23,107.55,105.98,4238
2024-07-24,105.77,105.84,4273
2024-07-25,105.41,105.96,3904
2024-07-26,108.36,106.48,1145
2024-07-29,105.74,107.19,1914
2024-07-30,103.86,106.06,4747
2024-07-31,104.97,104.53,4040
2024-08-01,105.3,105.81,2462
2024-08-02,105.12,106.14,3289
2024-08-05,106.1,105.39,1580
2024-08-06,107.18,106.94,3734
2024-08-07,106.49,107.06,2584
2024-08-08,106.96,108.24,1482
2024-08-09,109.18,108.3,4179
2024-08-12,111.01,110.36,2249
2024-08-13,112.02,112.12,1672
2024-08-14,113.72,111.87,1630
2024-08-15,111.77,112.84,3708
2024-08-16,111.96,113.49,1661
2024-08-19,114.16,114.86,4503
2024-08-20,113.85,113.89,3852
2024-08-21,114.82,114.58,4726
2024-08-22,115.39,115.64,3466
2024-08-23,114.23,113.88,1987
2024-08-26,111.44,112.69,4526
2024-08-27,112.1,110.65,4231
2024-08-28,110.3,110.39,2546
2024-08-29,112.22,111.1,1649
2024-08-30,112.95,112.6,1968
2024-09-02,113.14,112.68,3637
2024-09-03,114.88,114.31,2100
2024-09-04,113.38,112.93,3556
2024-09-05,111.87,111.22,1440
2024-09-06,112.5,111.17,4325
2024-09-09,111.75,111.55,1920
2024-09-10,112.23,111.52,1769
2024-09-11,109.36,109.45,2343
2024-09-12,110.8,109.36,2826
2024-09-13,107.38,108.06,1262
2024-09-16,110.53,108.73,4668
2024-09-17,109.06,109.1,4729
2024-09-18,106.72,108.16,4906
2024-09-19,107.77,107.64,2577
2024-09-20,105.9,106.58,4445
2024-09-23,107.36,106.52,3684
2024-09-24,106.82,107.47,4238
2024-09-25,106.04,106.49,4824
2024-09-26,105.1,106.99,3506
2024-09-27,106.01,106.46,1998
2024-09-30,103.25,105.67,4351
2024-10-01,103.98,105.56,1699
2024-10-02,105.29,104.53,3349
2024-10-03,104.76,103.97,4602
2024-10-04,103.2,102.78,2603
2024-10-07,103.77,104.74,2241
2024-10-08,104.73,104.78,2125
2024-10-09,104.07,104.08,3601
2024-10-10,103.13,104.29,3335
2024-10-11,105.68,104.18,2190
2024-10-14,104.83,103.96,3668
2024-10-15,104.35,104.57,2005
2024-10-16,105.36,105.33,1035
2024-10-17,105.01,104.8,1743
2024-10-18,102.18,104.22,2764
2024-10-21,103.7,103.95,1352
2024-10-22,100.96,101.65,4747
2024-10-23,99.13,100.13,2922
2024-10-24,101.22,101.5,1072
2024-10-25,104.94,103.14,3695
2024-10-28,103.53,102.89,2376
2024-10-29,102.9,103.47,2914
2024-10-30,104.35,103.78,2093
2024-10-31,108.26,106.86,3472
2024-11-01,108.9,107.98,4046
2024-11-04,107.91,107.85,1707
2024-11-05,106.25,106.9,2804
2024-11-06,105.99,105.29,3608
2024-11-07,105.89,105.49,3875
2024-11-08,105.63,104.74,4713
2024-11-11,103.95,103.31,1955
2024-11-12,103.72,102.67,3564
2024-11-13,101.05,101.59,3475
2024-11-14,104.59,103.27,4610
2024-11-15,104.35,104.15,1159
2024-11-18,106.22,104.15,3196
2024-11-19,104.94,105.63,3823
2024-11-20,107.44,105.7,4301
2024-11-21,105.04,104.84,2735
2024-11-22,105.71,106.37,2585
2024-11-25,106.42,106.91,1066
2024-11-26,105.55,105.87,4061
2024-11-27,106.1,105.68,4883
2024-11-28,105.32,104.8,3428
2024-11-29,102.85,103.42,1057
2024-12-02,104.32,104.35,4330
2024-12-03,108.4,106.25,1341
2024-12-04,106.58,104.86,4909
2024-12-05,105.86,105.42,2153
2024-12-06,104.81,104.77,3774
2024-12-09,104.4,104.28,2195
2024-12-10,104.3,103.69,3817
2024-12-11,101.8,102.82,3661
2024-12-12,102.62,102.87,2232
2024-12-13,100.37,102.04,4874
2024-12-16,102.71,102.31,3401
2024-12-17,102.91,102.26,2494
2024-12-18,101.54,102.02,2821
2024-12-19,102.69,101.12,1115
2024-12-20,99.31,100.54,4335
2024-12-23,99.83,101.29,1661
2024-12-24,102.02,101.8,4883
2024-12-25,101.87,100.82,2465
2024-12-26,102.6,100.92,4619
2024-12-27,101.21,101.67,3500
2024-12-30,101.08,100.0,2868
2024-12-31,100.5,100.54,4548
